GEOCODE,ID,COD_SET_ZON,COD_QDR_ZON,COD_LOG_ZON,COD_CNDM_ZON,COD_LOTE_ZON,SGL_SUBP_EDIC,SGL_DSTR_EDIC,COD_TSTD_ZON,IND_VRFC_EDIC,IND_EXCL_INCL_CRGA,SGL_ZONA_01_ZON,COD_PRMR_01_ZON,SGL_LNDR_01_ZON,COD_TIP_LEGC_01,COD_LEGC_01_ZON,ANO_LEGC_01_ZON,IND_ADCA_CRGA,SGL_ZONA_02_ZON,COD_PRMR_02_ZON,SGL_LNDR_02_ZON,COD_TIP_LEGC_02,COD_LEGC_02_ZON,ANO_LEGC_02_ZON,SGL_ZONA_03_ZON,COD_PRMR_03_ZON,SGL_LNDR_03_ZON,COD_TIP_LEGC_03,COD_LEGC_03_ZON,ANO_LEGC_03_ZON,SGL_ZONA_04_ZON,COD_PRMR_04_ZON,SGL_LNDR_04_ZON,COD_TIP_LEGC_04,COD_LEGC_04_ZON,ANO_LEGC_04_ZON,SGL_ZONA_05_ZON,COD_PRMR_05_ZON,SGL_LNDR_05_ZON,COD_TIP_LEGC_05,COD_LEGC_05_ZON,ANO_LEGC_05_ZON,SGL_ZONA_06_ZON,COD_PRMR_06_ZON,SGL_LNDR_06_ZON,COD_TIP_LEGC_06,COD_LEGC_06_ZON,ANO_LEGC_06_ZON,COD_AREA_CONST,COD_AREA_LT,COD_END_LOG,COD_NUM_PORT,COD_SIT,VALOR_MET_CODLOG,VALOR_MET_MED_ZON,NUM_PAV,SGL_ZON_URB_RUR,ANO_CONST,IND_EXCL_OBS,TXT_OBS_01_EDIC,TXT_OBS_02_EDIC,NOME_CID_EDIC,NOME_EST_EDIC,NOME_PAIS_EDIC,REG_LIM_ADM,COD_QUAD,COD_ANO,COND,Lat_Y_,Long_X_
"TRAVESSA VOZ DOS ERMOS, 8,SAO PAULO, SAO PAULO - BRASIL","184291461105000018","184","291","461105","00","0018",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","146","91",TRAVESSA VOZ DOS ERMOS,"8","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6661998","-46,7925921"
"TRAVESSA VOZ DOS ERMOS, 4,SAO PAULO, SAO PAULO - BRASIL","184291461105000019","184","291","461105","00","0019",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","81","101",TRAVESSA VOZ DOS ERMOS,"4","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6662186","-46,7925334"
"TRAVESSA VIOLA DAMORE, 68,SAO PAULO, SAO PAULO - BRASIL","184291461091000020","184","291","461091","00","0020",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","242","101",TRAVESSA VIOLA DAMORE,"68","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6664856","-46,7929608"
"TRAVESSA VIOLA DAMORE, 62,SAO PAULO, SAO PAULO - BRASIL","184291461091000021","184","291","461091","00","0021",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","113",TRAVESSA VIOLA DAMORE,"62","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6664488","-46,7929892"
"TRAVESSA VIOLA DAMORE, 56,SAO PAULO, SAO PAULO - BRASIL","184291461091000022","184","291","461091","00","0022",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","208","87",TRAVESSA VIOLA DAMORE,"56","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6663993","-46,7930081"
"TRAVESSA VIOLA DAMORE, 52,SAO PAULO, SAO PAULO - BRASIL","184291461091000023","184","291","461091","00","0023",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","225","94",TRAVESSA VIOLA DAMORE,"52","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6663555","-46,7929892"
"TRAVESSA VIOLA DAMORE, 48,SAO PAULO, SAO PAULO - BRASIL","184291461091000024","184","291","461091","00","0024",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","211","88",TRAVESSA VIOLA DAMORE,"48","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6663122","-46,7929986"
"TRAVESSA VIOLA DAMORE, 44,SAO PAULO, SAO PAULO - BRASIL","184291461091000025","184","291","461091","00","0025",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","71","89",TRAVESSA VIOLA DAMORE,"44","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6662756","-46,7930151"
"TRAVESSA VIOLA DAMORE, 40,SAO PAULO, SAO PAULO - BRASIL","184291461091000026","184","291","461091","00","0026",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","152","95",TRAVESSA VIOLA DAMORE,"40","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,666221","-46,7929589"
"TRAVESSA VIOLA DAMORE, 34,SAO PAULO, SAO PAULO - BRASIL","184291461091000027","184","291","461091","00","0027",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","218","91",TRAVESSA VIOLA DAMORE,"34","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6661609","-46,7930071"
"TRAVESSA VIOLA DAMORE, 30,SAO PAULO, SAO PAULO - BRASIL","184291461091000028","184","291","461091","00","0028",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","223","93",TRAVESSA VIOLA DAMORE,"30","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6661523","-46,7931026"
"TRAVESSA VIOLA DAMORE, 26,SAO PAULO, SAO PAULO - BRASIL","184291461091000029","184","291","461091","00","0029",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","211","88",TRAVESSA VIOLA DAMORE,"26","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6660931","-46,7930216"
"TRAVESSA VIOLA DAMORE, 18,SAO PAULO, SAO PAULO - BRASIL","184291461091000030","184","291","461091","00","0030",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","134","84",TRAVESSA VIOLA DAMORE,"18","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,666053","-46,7931121"
"TRAVESSA VIOLA DAMORE, 12,SAO PAULO, SAO PAULO - BRASIL","184291461091000031","184","291","461091","00","0031",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","94",TRAVESSA VIOLA DAMORE,"12","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6660161","-46,7931404"
"TRAVESSA VOZ DOS ERMOS, 36,SAO PAULO, SAO PAULO - BRASIL","184292461105000012","184","292","461105","00","0012",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","292","183",TRAVESSA VOZ DOS ERMOS,"36","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6664781","-46,792507"
"TRAVESSA VOZ DOS ERMOS, 30,SAO PAULO, SAO PAULO - BRASIL","184292461105000013","184","292","461105","00","0013",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","92","115",TRAVESSA VOZ DOS ERMOS,"30","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6663014","-46,7923463"
"TRAVESSA VOZ DOS ERMOS, 26,SAO PAULO, SAO PAULO - BRASIL","184292461105000014","184","292","461105","00","0014",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","185","116",TRAVESSA VOZ DOS ERMOS,"26","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6663585","-46,7924727"
"TRAVESSA VOZ DOS ERMOS, 22,SAO PAULO, SAO PAULO - BRASIL","184292461105000015","184","292","461105","00","0015",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","145","91",TRAVESSA VOZ DOS ERMOS,"22","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6662882","-46,7925"
"TRAVESSA VOZ DOS ERMOS, 18,SAO PAULO, SAO PAULO - BRASIL","184292461105000016","184","292","461105","00","0016",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","232","97",TRAVESSA VOZ DOS ERMOS,"18","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6662862","-46,7924988"
"TRAVESSA VOZ DOS ERMOS, 14,SAO PAULO, SAO PAULO - BRASIL","184292461105000017","184","292","461105","00","0017",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","78","98",TRAVESSA VOZ DOS ERMOS,"14","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,666219","-46,7924926"
"TRAVESSA VOZ DOS ERMOS, 8,SAO PAULO, SAO PAULO - BRASIL","184292461105000018","184","292","461105","00","0018",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","145","91",TRAVESSA VOZ DOS ERMOS,"8","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6661998","-46,7925921"
"TRAVESSA VOZ DOS ERMOS, 4,SAO PAULO, SAO PAULO - BRASIL","184292461105000019","184","292","461105","00","0019",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","80","101",TRAVESSA VOZ DOS ERMOS,"4","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6662186","-46,7925334"
"AVENIDA FELIPE CARRILLO PUERTO, 349,SAO PAULO, SAO PAULO - BRASIL","184292461059000020","184","292","461059","00","0020",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","62","78",AVENIDA FELIPE CARRILLO PUERTO,"349","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6660963","-46,7927245"
"AVENIDA FELIPE CARRILLO PUERTO, 353,SAO PAULO, SAO PAULO - BRASIL","184292461059000021","184","292","461059","00","0021",CL,CRE,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","111","139",AVENIDA FELIPE CARRILLO PUERTO,"353","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6660696","-46,7927579"
"RUA SAO PAULO, 15,SAO PAULO, SAO PAULO - BRASIL","254028384887000031","254","028","384887","00","0031",MB,JDA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","238","125",RUA SAO PAULO,"15","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,5901669","-46,6914594"
"RUA SAO PAULO, 15,SAO PAULO, SAO PAULO - BRASIL","254028384887000032","254","028","384887","00","0032",MB,JDA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","186","125",RUA SAO PAULO,"15","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,5901669","-46,6914594"
"RUA MANUEL JOSE NURCHIS, 31,SAO PAULO, SAO PAULO - BRASIL","258055419672000116","258","055","419672","00","0116",SO,CDU,"1",S,S,ZMa,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","198","125",RUA MANUEL JOSE NURCHIS,"31","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,7342279","-46,6840919"
"RUA LUCIO PETIT DA SILVA, 31,SAO PAULO, SAO PAULO - BRASIL","258055419664000117","258","055","419664","00","0117",SO,CDU,"2",S,S,ZMa,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","248","125",RUA LUCIO PETIT DA SILVA,"31","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,734323","-46,6844231"
"AVENIDA SEN TEOTONIO VILELA, 8030,SAO PAULO, SAO PAULO - BRASIL","262035155071000001","262","035","155071","00","0001",PA,PLH,"2",S,S,ZCa,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","25250","48971",AVENIDA SEN TEOTONIO VILELA,"8030","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,7671656","-46,7186715"
"AVENIDA SEN TEOTONIO VILELA, 10960,SAO PAULO, SAO PAULO - BRASIL","262035155071000002","262","035","155071","00","0002",PA,PLH,"1",S,S,ZCa,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","3873","5966",AVENIDA SEN TEOTONIO VILELA,"10960","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,769899","-46,718105"
"AVENIDA SEN TEOTONIO VILELA, 10960,SAO PAULO, SAO PAULO - BRASIL","262037155071000002","262","037","155071","00","0002",PA,PLH,"5",S,S,ZCa,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","4577",AVENIDA SEN TEOTONIO VILELA,"10960","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,769899","-46,718105"
"RUA GINO MONALDI, 44,SAO PAULO, SAO PAULO - BRASIL","268016422592000037","268","016","422592","00","0037",SO,GRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","252","180",RUA GINO MONALDI,"44","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,7834851","-46,6795999"
"RUA GINO MONALDI, 46,SAO PAULO, SAO PAULO - BRASIL","268016422592000038","268","016","422592","00","0038",SO,GRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","225","180",RUA GINO MONALDI,"46","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,7835458","-46,6795624"
"RUA GINO MONALDI, 48,SAO PAULO, SAO PAULO - BRASIL","268016422592000039","268","016","422592","00","0039",SO,GRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","263","180",RUA GINO MONALDI,"48","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,7836061","-46,6795286"
"RUA JOAO HONORIO CAIXETA, 28,SAO PAULO, SAO PAULO - BRASIL","268016422614000040","268","016","422614","00","0040",SO,GRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","73","270",RUA JOAO HONORIO CAIXETA,"28","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,7833522","-46,6791543"
"RUA JOAO HONORIO CAIXETA, 26,SAO PAULO, SAO PAULO - BRASIL","268016422614000041","268","016","422614","00","0041",SO,GRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","278","270",RUA JOAO HONORIO CAIXETA,"26","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,7832909","-46,6791921"
"RUA JORGE LEAL GONCALVES PEREIRA, 63,SAO PAULO, SAO PAULO - BRASIL","278004424595000067","278","004","424595","00","0067",SO,GRA,"2",S,S,ZPDS,"0",,,"0","0",S,QA,"11",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","245","3110",RUA JORGE LEAL GONCALVES PEREIRA,"63","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,8200225","-46,6745668"
"RUA ITAOCA, 130,SAO PAULO, SAO PAULO - BRASIL","309016095192060000","309","016","095192","06","0000",VM,SAU,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","400",RUA ITAOCA,"130","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","1","-23,605237","-46,6290497"
"RUA SANTO IRINEU, 756,SAO PAULO, SAO PAULO - BRASIL","309026093386000090","309","026","093386","00","0090",VM,SAU,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","107","75",RUA SANTO IRINEU,"756","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6063824","-46,6281614"
"RUA SANTO IRINEU, 758,SAO PAULO, SAO PAULO - BRASIL","309026093386000091","309","026","093386","00","0091",VM,SAU,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","107","76",RUA SANTO IRINEU,"758","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6064679","-46,6280531"
"RUA CORREIA DE LEMOS, 296,SAO PAULO, SAO PAULO - BRASIL","309029053392000391","309","029","053392","00","0391",VM,SAU,"1",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","957",RUA CORREIA DE LEMOS,"296","2","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6073783","-46,6347958"
"RUA ITAJIBA, 281,SAO PAULO, SAO PAULO - BRASIL","309036094412150000","309","036","094412","15","0000",VM,SAU,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","571",RUA ITAJIBA,"281","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","1","-23,609837","-46,6324958"
"RUA ARARE, 130,SAO PAULO, SAO PAULO - BRASIL","309044020877000444","309","044","020877","00","0444",VM,SAU,"1",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","1109","1300",RUA ARARE,"130","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6093768","-46,6364111"
"RUA BERTIOGA, 81,SAO PAULO, SAO PAULO - BRASIL","309044033243000445","309","044","033243","00","0445",VM,SAU,"3",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","2993","2338",RUA BERTIOGA,"81","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","0","-23,6100513","-46,636131"
"RUA BERTIOGA, 123,SAO PAULO, SAO PAULO - BRASIL","309044033243090000","309","044","033243","09","0000",VM,SAU,"3",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","1453",RUA BERTIOGA,"123","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2022","1","-23,610124","-46,6357884"
"RUA GOMES DE CARVALHO, 1507,SAO PAULO, SAO PAULO - BRASIL","299079080861070000","299","079","080861","07","0000",PI,INI,"2",S,S,ZM,"0",,L,"16402","2016",S,QA,"4",,L,"16402","2016",MA,"12",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","3000",RUA GOMES DE CARVALHO,"1507","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2022","1","-23,5963751","-46,6873531"
