GEOCODE,ID,COD_SET_ZON,COD_QDR_ZON,COD_LOG_ZON,COD_CNDM_ZON,COD_LOTE_ZON,SGL_SUBP_EDIC,SGL_DSTR_EDIC,COD_TSTD_ZON,IND_VRFC_EDIC,IND_EXCL_INCL_CRGA,SGL_ZONA_01_ZON,COD_PRMR_01_ZON,SGL_LNDR_01_ZON,COD_TIP_LEGC_01,COD_LEGC_01_ZON,ANO_LEGC_01_ZON,IND_ADCA_CRGA,SGL_ZONA_02_ZON,COD_PRMR_02_ZON,SGL_LNDR_02_ZON,COD_TIP_LEGC_02,COD_LEGC_02_ZON,ANO_LEGC_02_ZON,SGL_ZONA_03_ZON,COD_PRMR_03_ZON,SGL_LNDR_03_ZON,COD_TIP_LEGC_03,COD_LEGC_03_ZON,ANO_LEGC_03_ZON,SGL_ZONA_04_ZON,COD_PRMR_04_ZON,SGL_LNDR_04_ZON,COD_TIP_LEGC_04,COD_LEGC_04_ZON,ANO_LEGC_04_ZON,SGL_ZONA_05_ZON,COD_PRMR_05_ZON,SGL_LNDR_05_ZON,COD_TIP_LEGC_05,COD_LEGC_05_ZON,ANO_LEGC_05_ZON,SGL_ZONA_06_ZON,COD_PRMR_06_ZON,SGL_LNDR_06_ZON,COD_TIP_LEGC_06,COD_LEGC_06_ZON,ANO_LEGC_06_ZON,COD_AREA_CONST,COD_AREA_LT,COD_END_LOG,COD_NUM_PORT,COD_SIT,VALOR_MET_CODLOG,VALOR_MET_MED_ZON,NUM_PAV,SGL_ZON_URB_RUR,ANO_CONST,IND_EXCL_OBS,TXT_OBS_01_EDIC,TXT_OBS_02_EDIC,NOME_CID_EDIC,NOME_EST_EDIC,NOME_PAIS_EDIC,REG_LIM_ADM,COD_QUAD,COD_ANO,COND,Lat_Y_,Long_X_
"RUA PEDRO ESPANHOL, 149,SAO PAULO, SAO PAULO - BRASIL","147047783838020000","147","047","783838","02","0000",IQ,CLD,"1",S,S,ZMA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","341",RUA PEDRO ESPANHOL,"149","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","1","-23,5713826","-46,4915293"
"RUA AGRIM SUGAYA, 1200,SAO PAULO, SAO PAULO - BRASIL","234048363863020000","234","048","363863","02","0000",IQ,JBO,"1",S,S,ZEIS-2,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"14",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0","0","7914",RUA AGRIM SUGAYA,"1200","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","1","-23,559809","-46,4349154"
"AVENIDA SAPOPEMBA, 13302,SAO PAULO, SAO PAULO - BRASIL","152124178241020000","152","124","178241","02","0000",SM,SMT,"3",S,S,ZEIS-2,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","3180",AVENIDA SAPOPEMBA,"13302","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","1","-23,6128699","-46,4804046"
"RUA TAPERACU, 335,SAO PAULO, SAO PAULO - BRASIL","142089186813020000","142","089","186813","02","0000",PE,AAL,"1",S,S,ZEIS-3,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","0",RUA TAPERACU,"335","1","0","0",,U,,,LOTE NAO ENCONTRADO.,LOTE COM O ENDEREÃƒâ€¡O DO PAI.,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2022","1","-23,5411762","-46,4774501"
"RUA MARCION, 305,SAO PAULO, SAO PAULO - BRASIL","139171302236010000","139","171","302236","01","0000",MP,SMI,"2",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","216",RUA MARCION,"305","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","1","-23,5144221","-46,4385214"
"RUA RIO DO OESTE, 245,SAO PAULO, SAO PAULO - BRASIL","144132054461010000","144","132","054461","01","0000",IQ,PQC,"1",S,S,ZEUP,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","460",RUA RIO DO OESTE,"245","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","1","-23,5536466","-46,457976"
"RUA ANGELO MALANGA, 290,SAO PAULO, SAO PAULO - BRASIL","150121013960010000","150","121","013960","01","0000",SM,SMT,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","350",RUA ANGELO MALANGA,"290","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","1","-23,5968152","-46,4815847"
"RUA SEVERINO CARDOSO DA SILVA, 17,SAO PAULO, SAO PAULO - BRASIL","303105759112010000","303","105","759112","01","0000",AR,VFO,"1",S,S,ZC,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","313",RUA SEVERINO CARDOSO DA SILVA,"17","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2022","1","-23,5825572","-46,5341228"
"RUA EVALDO CALABREZ, 1140,SAO PAULO, SAO PAULO - BRASIL","137128068233010000","137","128","068233","01","0000",GU,GUA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","1380",RUA EVALDO CALABREZ,"1140","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","1","-23,5491357","-46,4213677"
"RUA IARUCU, 246,SAO PAULO, SAO PAULO - BRASIL","142124089028010000","142","124","089028","01","0000",IQ,ITQ,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","250",RUA IARUCU,"246","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","1","-23,532401","-46,4703855"
"AVENIDA SAPOPEMBA, 9988,SAO PAULO, SAO PAULO - BRASIL","154073178241010000","154","073","178241","01","0000",SB,SAP,"1",S,S,ZEU,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","2496",AVENIDA SAPOPEMBA,"9988","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2022","1","-23,6073175","-46,5074215"
"AVENIDA OSVALDO VALLE CORDEIRO, 1294,SAO PAULO, SAO PAULO - BRASIL","147327222682010000","147","327","222682","01","0000",IQ,CLD,"1",S,S,ZEIS-5,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","3774",AVENIDA OSVALDO VALLE CORDEIRO,"1294","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","1","-23,5606398","-46,4842182"
"RUA TAVARES GUERREIRO, 70,SAO PAULO, SAO PAULO - BRASIL","150028740233000037","150","028","740233","00","0037",SM,SMT,"1",S,S,ZEUPA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","98","134",RUA TAVARES GUERREIRO,"70","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","0","-23,586679","-46,4884853"
"RUA TOMAS FRANCISCO PIRES, 307,SAO PAULO, SAO PAULO - BRASIL","152226785075000149","152","226","785075","00","0149",SM,SRA,"1",S,S,ZC,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","106","84",RUA TOMAS FRANCISCO PIRES,"307","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","0","-23,6242522","-46,4723538"
"RUA JOSE ROBERTO DE ALENCAR, 148,SAO PAULO, SAO PAULO - BRASIL","153198511919000033","153","198","511919","00","0033",SB,SAP,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","240",RUA JOSE ROBERTO DE ALENCAR,"148","0","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2022","0","-23,6181329","-46,5000098"
"RUA JOSE ROBERTO DE ALENCAR, 232,SAO PAULO, SAO PAULO - BRASIL","153198511919000002","153","198","511919","00","0002",SB,SAP,"2",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","208",RUA JOSE ROBERTO DE ALENCAR,"232","0","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2022","0","-23,6182229","-46,4992106"
"RUA JOSE ROBERTO DE ALENCAR, 174,SAO PAULO, SAO PAULO - BRASIL","153198511919000018","153","198","511919","00","0018",SB,SAP,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","125",RUA JOSE ROBERTO DE ALENCAR,"174","0","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2022","0","-23,6182217","-46,4997684"
"RUA JOSE ROBERTO DE ALENCAR, 148,SAO PAULO, SAO PAULO - BRASIL","153198511919000030","153","198","511919","00","0030",SB,SAP,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","125",RUA JOSE ROBERTO DE ALENCAR,"148","0","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2022","0","-23,6181329","-46,5000098"
"RUA JOSE ROBERTO DE ALENCAR, 148,SAO PAULO, SAO PAULO - BRASIL","153198511919000028","153","198","511919","00","0028",SB,SAP,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","125",RUA JOSE ROBERTO DE ALENCAR,"148","0","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2022","0","-23,6181329","-46,5000098"
"RUA JOSE ROBERTO DE ALENCAR, 174,SAO PAULO, SAO PAULO - BRASIL","153198511919000017","153","198","511919","00","0017",SB,SAP,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","125",RUA JOSE ROBERTO DE ALENCAR,"174","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2022","0","-23,6182217","-46,4997684"
"RUA DUARTE TEIXEIRA CHAVES, 171,SAO PAULO, SAO PAULO - BRASIL","195003783102000074","195","003","783102","00","0074",SM,SRA,"1",S,S,ZMA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","350","125",RUA DUARTE TEIXEIRA CHAVES,"171","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","0","-23,6339867","-46,4436517"
"RUA TAVARES GUERREIRO, 76,SAO PAULO, SAO PAULO - BRASIL","150028740233000038","150","028","740233","00","0038",SM,SMT,"1",S,S,ZEUPA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","72","134",RUA TAVARES GUERREIRO,"76","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","0","-23,586565","-46,488451"
"RUA JOSE ROBERTO DE ALENCAR, 148,SAO PAULO, SAO PAULO - BRASIL","153198511919000048","153","198","511919","00","0048",SB,SAP,"2",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","125",RUA JOSE ROBERTO DE ALENCAR,"148","0","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2022","0","-23,6181329","-46,5000098"
"RUA CON JOAO LIGABUE, 81,SAO PAULO, SAO PAULO - BRASIL","150159103497000070","150","159","103497","00","0070",SM,SMT,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","155","175",RUA CON JOAO LIGABUE,"81","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","0","-23,6050013","-46,4833879"
"RUA ERVA DE SARACURA, 36,SAO PAULO, SAO PAULO - BRASIL","139440241660000163","139","440","241660","00","0163",IT,VCR,"3",S,S,ZC,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","19868","11279",RUA ERVA DE SARACURA,"36","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","0","-23,512248","-46,4284742"
"RUA ANTONIO CORDEIRO, 28,SAO PAULO, SAO PAULO - BRASIL","193076228770000072","193","076","228770","00","0072",GU,LAJ,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","250","248",RUA ANTONIO CORDEIRO,"28","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","0","-23,541436","-46,3955692"
"RUA JOSE ROBERTO DE ALENCAR, 10,SAO PAULO, SAO PAULO - BRASIL","153198511919000010","153","198","511919","00","0010",SB,SAP,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","140","125",RUA JOSE ROBERTO DE ALENCAR,"10","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2022","0","-23,6181999","-46,4994212"
"RUA MARCELINO DA SILVA, 32,SAO PAULO, SAO PAULO - BRASIL","138014667374000041","138","014","667374","00","0041",IQ,ITQ,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","148","160",RUA MARCELINO DA SILVA,"32","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","0","-23,5319832","-46,4444234"
"RUA ARANHA DE VASCONCELOS, 134,SAO PAULO, SAO PAULO - BRASIL","145113666262000110","145","113","666262","00","0110",IQ,PQC,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","107","100",RUA ARANHA DE VASCONCELOS,"134","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","0","-23,570159","-46,473994"
"RUA DOMENICO DEL PANE, 1,SAO PAULO, SAO PAULO - BRASIL","153208484300000004","153","208","484300","00","0004",SB,SAP,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","1314","1095",RUA DOMENICO DEL PANE,"1","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2022","0","-23,6144889","-46,4854125"
"AVENIDA BASSANO DEL GRAPPA, 41,SAO PAULO, SAO PAULO - BRASIL","151166641529000110","151","166","641529","00","0110",SM,SRA,"3",S,S,ZMA,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","8003","2581",AVENIDA BASSANO DEL GRAPPA,"41","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","0","-23,6117912","-46,4551168"
"RUA SEM DEN (LOT COLINA PAULISTA), 16,SAO PAULO, SAO PAULO - BRASIL","153099519871000133","153","099","519871","00","0133",SB,SAP,"1",S,S,ZEIS-5,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","2035",RUA SEM DEN (LOT COLINA PAULISTA),"16","0","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2022","0","-23,5786608","-46,6455282"
"RUA BARBARA JURANA, 179,SAO PAULO, SAO PAULO - BRASIL","232016291374000231","232","016","291374","00","0231",IQ,PQC,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","282","127",RUA BARBARA JURANA,"179","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","0","-23,5671201","-46,4597528"
"RUA GAL DIONISIO CERQUEIRA, 44,SAO PAULO, SAO PAULO - BRASIL","152102059323000104","152","102","059323","00","0104",SM,SMT,"2",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","244","127",RUA GAL DIONISIO CERQUEIRA,"44","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","0","-23,6158211","-46,4824096"
"RUA CACHOEIRA DE MINAS, 284,SAO PAULO, SAO PAULO - BRASIL","152145037915000099","152","145","037915","00","0099",SM,SMT,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","74","84",RUA CACHOEIRA DE MINAS,"284","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2022","0","-23,6181686","-46,4802806"
