GEOCODE,ID,COD_SET_ZON,COD_QDR_ZON,COD_LOG_ZON,COD_CNDM_ZON,COD_LOTE_ZON,SGL_SUBP_EDIC,SGL_DSTR_EDIC,COD_TSTD_ZON,IND_VRFC_EDIC,IND_EXCL_INCL_CRGA,SGL_ZONA_01_ZON,COD_PRMR_01_ZON,SGL_LNDR_01_ZON,COD_TIP_LEGC_01,COD_LEGC_01_ZON,ANO_LEGC_01_ZON,IND_ADCA_CRGA,SGL_ZONA_02_ZON,COD_PRMR_02_ZON,SGL_LNDR_02_ZON,COD_TIP_LEGC_02,COD_LEGC_02_ZON,ANO_LEGC_02_ZON,SGL_ZONA_03_ZON,COD_PRMR_03_ZON,SGL_LNDR_03_ZON,COD_TIP_LEGC_03,COD_LEGC_03_ZON,ANO_LEGC_03_ZON,SGL_ZONA_04_ZON,COD_PRMR_04_ZON,SGL_LNDR_04_ZON,COD_TIP_LEGC_04,COD_LEGC_04_ZON,ANO_LEGC_04_ZON,SGL_ZONA_05_ZON,COD_PRMR_05_ZON,SGL_LNDR_05_ZON,COD_TIP_LEGC_05,COD_LEGC_05_ZON,ANO_LEGC_05_ZON,SGL_ZONA_06_ZON,COD_PRMR_06_ZON,SGL_LNDR_06_ZON,COD_TIP_LEGC_06,COD_LEGC_06_ZON,ANO_LEGC_06_ZON,COD_AREA_CONST,COD_AREA_LT,COD_END_LOG,COD_NUM_PORT,COD_SIT,VALOR_MET_CODLOG,VALOR_MET_MED_ZON,NUM_PAV,SGL_ZON_URB_RUR,ANO_CONST,IND_EXCL_OBS,TXT_OBS_01_EDIC,TXT_OBS_02_EDIC,NOME_CID_EDIC,NOME_EST_EDIC,NOME_PAIS_EDIC,REG_LIM_ADM,QUADRIMESTRE,COD_ANO,COD_COND,Lat_Y_,Long_X_
"TRAVESSA UM (VL SAO LUIZ), 292,SAO PAULO, SAO PAULO - BRASIL","308208517518000019","308","208","517518","00","0019",FO,BRL,"5",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","11",TRAVESSA UM (VL SAO LUIZ),"292","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5713483","-46,7412003"
"RUA JOVINIANO DE OLIVEIRA, 130,SAO PAULO, SAO PAULO - BRASIL","308203486884000021","308","203","486884","00","0021",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","175",RUA JOVINIANO DE OLIVEIRA,"130","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4591058","-46,7001832"
"VIA DE PEDESTRE SEM DEN VINTE E SETE, 23,SAO PAULO, SAO PAULO - BRASIL","308208517607000064","308","208","517607","00","0064",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","170","103",VIA DE PEDESTRE SEM DEN VINTE E SETE,"23","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,6241452","-46,4573012"
"RUA AURELIO BRASIL RIBEIRO, 607,SAO PAULO, SAO PAULO - BRASIL","308204486833000001","308","204","486833","00","0001",FO,BRL,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","110","119",RUA AURELIO BRASIL RIBEIRO,"607","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4593224","-46,7030133"
"TRAVESSA DOIS A (VL SAO LUIZ), 38,SAO PAULO, SAO PAULO - BRASIL","308207517526000035","308","207","517526","00","0035",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","220","163",TRAVESSA DOIS A (VL SAO LUIZ),"38","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,8825347","-46,4576405"
"RUA AURELIO BRASIL RIBEIRO, 622,SAO PAULO, SAO PAULO - BRASIL","308208486833000129","308","208","486833","00","0129",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","100",RUA AURELIO BRASIL RIBEIRO,"622","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4592165","-46,703118"
"TRAVESSA UM (VL SAO LUIZ), 23,SAO PAULO, SAO PAULO - BRASIL","308208517518000074","308","208","517518","00","0074",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","63",TRAVESSA UM (VL SAO LUIZ),"23","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5281354","-46,6114722"
"RUA ANHUMBI, 181,SAO PAULO, SAO PAULO - BRASIL","308208486825000142","308","208","486825","00","0142",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","220","227",RUA ANHUMBI,"181","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,6434341","-46,7167275"
"TRAVESSA GARCA-BRANCA, 10,SAO PAULO, SAO PAULO - BRASIL","308205489840000003","308","205","489840","00","0003",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","35","16",TRAVESSA GARCA-BRANCA,"10","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4598762","-46,7034613"
"RUA AURELIO BRASIL RIBEIRO, 552,SAO PAULO, SAO PAULO - BRASIL","308209486833000028","308","209","486833","00","0028",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","230","172",RUA AURELIO BRASIL RIBEIRO,"552","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4587735","-46,7014625"
"RUA AURELIO BRASIL RIBEIRO, 564,SAO PAULO, SAO PAULO - BRASIL","308209486833000021","308","209","486833","00","0021",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","197",RUA AURELIO BRASIL RIBEIRO,"564","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4589062","-46,7017685"
"RUA JOVINIANO DE OLIVEIRA, 20,SAO PAULO, SAO PAULO - BRASIL","308202684309000011","308","202","684309","00","0011",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","84",RUA JOVINIANO DE OLIVEIRA,"20","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4586517","-46,6993988"
"RUA AURELIO BRASIL RIBEIRO, 546,SAO PAULO, SAO PAULO - BRASIL","308209486833000031","308","209","486833","00","0031",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","170","164",RUA AURELIO BRASIL RIBEIRO,"546","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4586792","-46,7013805"
"RUA AURELIO BRASIL RIBEIRO, 578,SAO PAULO, SAO PAULO - BRASIL","308209486833000016","308","209","486833","00","0016",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","220","242",RUA AURELIO BRASIL RIBEIRO,"578","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4590627","-46,7020043"
"TRAVESSA GARCA-BRANCA, 21,SAO PAULO, SAO PAULO - BRASIL","308204489840000026","308","204","489840","00","0026",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","160","95",TRAVESSA GARCA-BRANCA,"21","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4596739","-46,7036747"
"RUA SERRANA, 125,SAO PAULO, SAO PAULO - BRASIL","226019517828000033","226","019","517828","00","0033",JT,TRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"3",,,"0","0",MA,"17",,L,"16050","2014",PI,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0","136","85",RUA SERRANA,"125","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5540311","-46,4704982"
"RUA OCTAVIO DE MORAES LOPES, 429,SAO PAULO, SAO PAULO - BRASIL","160151123463000063","160","151","123463","00","0063",BT,RPE,"1",S,S,ZM,"0",,,"0","0",S,QA,"7",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","125",RUA OCTAVIO DE MORAES LOPES,"429","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5757491","-46,7639653"
"RUA JAPUIRA, 211,SAO PAULO, SAO PAULO - BRASIL","308200486892000006","308","200","486892","00","0006",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","160","126",RUA JAPUIRA,"211","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,476848","-46,6128187"
"VIA DE PEDESTRE PRINCIPAL UM (VL SAO LUIZ), 255,SAO PAULO, SAO PAULO - BRASIL","308198517488000009","308","198","517488","00","0009",FO,BRL,"3",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0","800","1453",VIA DE PEDESTRE PRINCIPAL UM (VL SAO LUIZ),"255","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5713483","-46,7412003"
"TRAVESSA DOIS A (VL SAO LUIZ), 645,SAO PAULO, SAO PAULO - BRASIL","308207517542000001","308","207","517542","00","0001",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","4","5",TRAVESSA DOIS A (VL SAO LUIZ),"645","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,8825347","-46,4576405"
"VIA DE PEDESTRE SEM DEN VINTE E SETE, 23,SAO PAULO, SAO PAULO - BRASIL","308208517607000066","308","208","517607","00","0066",FO,BRL,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","160","100",VIA DE PEDESTRE SEM DEN VINTE E SETE,"23","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,6241452","-46,4573012"
"RUA DOMINGOS DE MAGALHAES, 96,SAO PAULO, SAO PAULO - BRASIL","078406736848000071","078","406","736848","00","0071",PJ,SDO,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","109","94",RUA DOMINGOS DE MAGALHAES,"96","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4906736","-46,7397538"
"RUA AURELIO BRASIL RIBEIRO, 582,SAO PAULO, SAO PAULO - BRASIL","308209486833000014","308","209","486833","00","0014",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","156",RUA AURELIO BRASIL RIBEIRO,"582","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4590919","-46,702146"
"TRAVESSA TIE-DO-CERRADO, 18,SAO PAULO, SAO PAULO - BRASIL","308209486841000056","308","209","486841","00","0056",FO,BRL,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","120","86",TRAVESSA TIE-DO-CERRADO,"18","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5573832","-46,580786"
"VIA DE PEDESTRE SEM DEN VINTE E SETE, 23,SAO PAULO, SAO PAULO - BRASIL","308208517607000067","308","208","517607","00","0067",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","120",VIA DE PEDESTRE SEM DEN VINTE E SETE,"23","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,6241452","-46,4573012"
"TRAVESSA TIE-DO-CERRADO, 18,SAO PAULO, SAO PAULO - BRASIL","308209486841000065","308","209","486841","00","0065",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","90","55",TRAVESSA TIE-DO-CERRADO,"18","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5573832","-46,580786"
"TRAVESSA TIE-DO-CERRADO, 18,SAO PAULO, SAO PAULO - BRASIL","308209486841000058","308","209","486841","00","0058",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","95",TRAVESSA TIE-DO-CERRADO,"18","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5573832","-46,580786"
"RUA AURELIO BRASIL RIBEIRO, 568,SAO PAULO, SAO PAULO - BRASIL","308209486833000023","308","209","486833","00","0023",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","184",RUA AURELIO BRASIL RIBEIRO,"568","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4589549","-46,7018933"
"RUA PEJUCARA, 79,SAO PAULO, SAO PAULO - BRASIL","198092729060000044","198","092","729060","00","0044",JT,TRE,"1",S,S,ZMA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","167","119",RUA PEJUCARA,"79","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4687132","-46,6826848"
"AVENIDA DR SYLVIO DE CAMPOS, 38,SAO PAULO, SAO PAULO - BRASIL","187113182621000029","187","113","182621","00","0029",PR,PRS,"1",S,S,ZEU,"0",,,"0","0",S,QA,"3",,,"0","0",MA,"16",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","511","346",AVENIDA DR SYLVIO DE CAMPOS,"38","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4064321","-46,7549926"
"RUA ISANGA, 521,SAO PAULO, SAO PAULO - BRASIL","104065093904000205","104","065","093904","00","0205",FO,FRE,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","233","129",RUA ISANGA,"521","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,492689","-46,7041665"
"RUA DOMINGOS DE MAGALHAES, 104,SAO PAULO, SAO PAULO - BRASIL","078406736848000069","078","406","736848","00","0069",PJ,SDO,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","108","91",RUA DOMINGOS DE MAGALHAES,"104","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4906934","-46,7397968"
"RUA CARDEAL-TANGARA, 37,SAO PAULO, SAO PAULO - BRASIL","308207489824000031","308","207","489824","00","0031",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","147",RUA CARDEAL-TANGARA,"37","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4596486","-46,703791"
"AVENIDA MANOEL BOLIVAR, 344,SAO PAULO, SAO PAULO - BRASIL","308202486876000006","308","202","486876","00","0006",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","80",AVENIDA MANOEL BOLIVAR,"344","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4584552","-46,6995182"
"TRAVESSA ANA AURORA DE JESUS RIBEIRO, 265,SAO PAULO, SAO PAULO - BRASIL","308204517500000014","308","204","517500","00","0014",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","350","333",TRAVESSA ANA AURORA DE JESUS RIBEIRO,"265","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4548275","-46,6484123"
"VIA DE PEDESTRE SABIA-CASTANHO, 1,SAO PAULO, SAO PAULO - BRASIL","308209486850000051","308","209","486850","00","0051",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","75","57",VIA DE PEDESTRE SABIA-CASTANHO,"1","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4580598","-46,7010077"
"RUA ANHUMBI, 150,SAO PAULO, SAO PAULO - BRASIL","308209486825000003","308","209","486825","00","0003",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","230","142",RUA ANHUMBI,"150","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,6431208","-46,7164362"
"RUA VISC DE PELOTAS, 220,SAO PAULO, SAO PAULO - BRASIL","080025160393000073","080","025","160393","00","0073",LA,VLE,"1",S,S,ZER 1,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",ZEPEC,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","636","1198",RUA VISC DE PELOTAS,"220","1","0","0",,U,,,ZEPEC AUE.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5237509","-46,724544"
"RUA CARLOS DUARTE FERREIRA, 98,SAO PAULO, SAO PAULO - BRASIL","108135043508000036","108","135","043508","00","0036",CV,CAC,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","540","143",RUA CARLOS DUARTE FERREIRA,"98","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4641579","-46,6563995"
"RUA PENAFORTE, 227,SAO PAULO, SAO PAULO - BRASIL","198067718491000281","198","067","718491","00","0281",JT,TRE,"1",S,S,ZEIS-5,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","102","97",RUA PENAFORTE,"227","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,452386","-46,594684"
"RUA PONTA DE EMBITUBA, 70,SAO PAULO, SAO PAULO - BRASIL","106018619876000059","106","018","619876","00","0059",PJ,PIR,"1",S,S,ZC,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","90","162",RUA PONTA DE EMBITUBA,"70","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4696111","-46,7226277"
"RUA CANTARUS, 101,SAO PAULO, SAO PAULO - BRASIL","226019517844000036","226","019","517844","00","0036",JT,TRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"3",,,"0","0",MA,"17",,L,"16050","2014",PI,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0","160","100",RUA CANTARUS,"101","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4186623","-46,582288"
"RUA MONTEVIDEU, 129,SAO PAULO, SAO PAULO - BRASIL","080025142042000074","080","025","142042","00","0074",LA,VLE,"1",S,S,ZCOR-1,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",ZEPEC,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","463","693",RUA MONTEVIDEU,"129","1","0","0",,U,,,ZEPEC AUE.,RESTRICAO DE USO DO QUADRO 4 NOTA (G). ANEXO A LEI 16.402/16.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5235046","-46,7238831"
"RUA CANTARUS, 99,SAO PAULO, SAO PAULO - BRASIL","226019517844000037","226","019","517844","00","0037",JT,TRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"3",,,"0","0",MA,"17",,L,"16050","2014",PI,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0","160","100",RUA CANTARUS,"99","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,418634","-46,582283"
"RUA GCM ADRIANO DE SOUZA BARBOSA, 500,SAO PAULO, SAO PAULO - BRASIL","304043413186000016","304","043","413186","00","0016",MG,VGL,"2",S,S,ZC,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","52","16717",RUA GCM ADRIANO DE SOUZA BARBOSA,"500","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,6951873","-46,6483611"
"RUA BENVENUTO CELLINI, 186,SAO PAULO, SAO PAULO - BRASIL","159231673099000094","159","231","673099","00","0094",BT,VSO,"1",S,S,ZMA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","94","95",RUA BENVENUTO CELLINI,"186","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5930462","-46,7452844"
"RUA BENVENUTO CELLINI, 182,SAO PAULO, SAO PAULO - BRASIL","159231673099000095","159","231","673099","00","0095",BT,VSO,"1",S,S,ZMA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","77","75",RUA BENVENUTO CELLINI,"182","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5931101","-46,7453936"
