GEOCODE,ID,COD_SET_ZON,COD_QDR_ZON,COD_LOG_ZON,COD_CNDM_ZON,COD_LOTE_ZON,SGL_SUBP_EDIC,SGL_DSTR_EDIC,COD_TSTD_ZON,IND_VRFC_EDIC,IND_EXCL_INCL_CRGA,SGL_ZONA_01_ZON,COD_PRMR_01_ZON,SGL_LNDR_01_ZON,COD_TIP_LEGC_01,COD_LEGC_01_ZON,ANO_LEGC_01_ZON,IND_ADCA_CRGA,SGL_ZONA_02_ZON,COD_PRMR_02_ZON,SGL_LNDR_02_ZON,COD_TIP_LEGC_02,COD_LEGC_02_ZON,ANO_LEGC_02_ZON,SGL_ZONA_03_ZON,COD_PRMR_03_ZON,SGL_LNDR_03_ZON,COD_TIP_LEGC_03,COD_LEGC_03_ZON,ANO_LEGC_03_ZON,SGL_ZONA_04_ZON,COD_PRMR_04_ZON,SGL_LNDR_04_ZON,COD_TIP_LEGC_04,COD_LEGC_04_ZON,ANO_LEGC_04_ZON,SGL_ZONA_05_ZON,COD_PRMR_05_ZON,SGL_LNDR_05_ZON,COD_TIP_LEGC_05,COD_LEGC_05_ZON,ANO_LEGC_05_ZON,SGL_ZONA_06_ZON,COD_PRMR_06_ZON,SGL_LNDR_06_ZON,COD_TIP_LEGC_06,COD_LEGC_06_ZON,ANO_LEGC_06_ZON,COD_AREA_CONST,COD_AREA_LT,COD_END_LOG,COD_NUM_PORT,COD_SIT,VALOR_MET_CODLOG,VALOR_MET_MED_ZON,NUM_PAV,SGL_ZON_URB_RUR,ANO_CONST,IND_EXCL_OBS,TXT_OBS_01_EDIC,TXT_OBS_02_EDIC,NOME_CID_EDIC,NOME_EST_EDIC,NOME_PAIS_EDIC,REG_LIM_ADM,QUADRIMESTRE,COD_ANO,COD_COND,Lat_Y_,Long_X_
"VIA DE PEDESTRE CARDEAL, 645,SAO PAULO, SAO PAULO - BRASIL","308207517470000042","308","207","517470","00","0042",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","80","61",VIA DE PEDESTRE CARDEAL,"645","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5557714","-46,6395571"
"RUA JOVINIANO DE OLIVEIRA, 157,SAO PAULO, SAO PAULO - BRASIL","308201486884000014","308","201","486884","00","0014",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","170","108",RUA JOVINIANO DE OLIVEIRA,"157","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4598202","-46,7009704"
"TRAVESSA ROSALVO JOSE DA SILVA, 1,SAO PAULO, SAO PAULO - BRASIL","308208517496000096","308","208","517496","00","0096",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","55",TRAVESSA ROSALVO JOSE DA SILVA,"1","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4594463","-46,7025078"
"TRAVESSA ROSALVO JOSE DA SILVA, 256,SAO PAULO, SAO PAULO - BRASIL","308208517496000002","308","208","517496","00","0002",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","64",TRAVESSA ROSALVO JOSE DA SILVA,"256","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,458261","-46,7027914"
"VIA DE PEDESTRE SABIA-PARDO, 151,SAO PAULO, SAO PAULO - BRASIL","308208489816000045","308","208","489816","00","0045",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","130","83",VIA DE PEDESTRE SABIA-PARDO,"151","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,6023044","-46,4513038"
"TRAVESSA DOIS A (VL SAO LUIZ), 649,SAO PAULO, SAO PAULO - BRASIL","308208517542000049","308","208","517542","00","0049",FO,BRL,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","120","68",TRAVESSA DOIS A (VL SAO LUIZ),"649","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,8825347","-46,4576405"
"RUA AURELIO BRASIL RIBEIRO, 595,SAO PAULO, SAO PAULO - BRASIL","308204486833000007","308","204","486833","00","0007",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","140","91",RUA AURELIO BRASIL RIBEIRO,"595","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4594481","-46,7027539"
"AVENIDA ARQ ROBERTO AFLALO, 200,SAO PAULO, SAO PAULO - BRASIL","191087452181000007","191","087","452181","00","0007",CV,CAC,"2",S,S,ZERA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","517",AVENIDA ARQ ROBERTO AFLALO,"200","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,450162","-46,6747234"
"AVENIDA ARQ ROBERTO AFLALO, 200,SAO PAULO, SAO PAULO - BRASIL","191087452181000008","191","087","452181","00","0008",CV,CAC,"3",S,S,ZERA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","1924",AVENIDA ARQ ROBERTO AFLALO,"200","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,450162","-46,6747234"
"RUA ATOS RIBEIRO, 27,SAO PAULO, SAO PAULO - BRASIL","067056024686000143","067","056","024686","00","0143",JT,JAC,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","80","73",RUA ATOS RIBEIRO,"27","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4663912","-46,5883128"
"TRAVESSA ROSALVO JOSE DA SILVA, 256,SAO PAULO, SAO PAULO - BRASIL","308208517496000005","308","208","517496","00","0005",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","340","193",TRAVESSA ROSALVO JOSE DA SILVA,"256","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,458261","-46,7027914"
"RUA JAPUIRA, 213,SAO PAULO, SAO PAULO - BRASIL","308200486892000007","308","200","486892","00","0007",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","134",RUA JAPUIRA,"213","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4768309","-46,6128131"
"RUA JAPUIRA, 219,SAO PAULO, SAO PAULO - BRASIL","308200486892000010","308","200","486892","00","0010",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","170","152",RUA JAPUIRA,"219","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4767797","-46,6127965"
"VIA DE PEDESTRE SABIA-PARDO, 151,SAO PAULO, SAO PAULO - BRASIL","308208489816000038","308","208","489816","00","0038",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","67",VIA DE PEDESTRE SABIA-PARDO,"151","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,6023044","-46,4513038"
"VIA DE PEDESTRE SEM DEN VINTE E NOVE, 23,SAO PAULO, SAO PAULO - BRASIL","308208517623000081","308","208","517623","00","0081",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","120","81",VIA DE PEDESTRE SEM DEN VINTE E NOVE,"23","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,6620098","-46,7527617"
"RUA JOVINIANO DE OLIVEIRA, 48,SAO PAULO, SAO PAULO - BRASIL","308202684309000018","308","202","684309","00","0018",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","40","142",RUA JOVINIANO DE OLIVEIRA,"48","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4587228","-46,6996667"
"RUA AURELIO BRASIL RIBEIRO, 524,SAO PAULO, SAO PAULO - BRASIL","308209486833000043","308","209","486833","00","0043",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","240","208",RUA AURELIO BRASIL RIBEIRO,"524","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4584697","-46,7008249"
"TRAVESSA DOIS A (VL SAO LUIZ), 645,SAO PAULO, SAO PAULO - BRASIL","308207517542000007","308","207","517542","00","0007",FO,BRL,"3",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","66",TRAVESSA DOIS A (VL SAO LUIZ),"645","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,8825347","-46,4576405"
"TRAVESSA GARCA-BRANCA, 3,SAO PAULO, SAO PAULO - BRASIL","308204489840000035","308","204","489840","00","0035",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","90","49",TRAVESSA GARCA-BRANCA,"3","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4596941","-46,7034662"
"RUA ANHUMBI, 213,SAO PAULO, SAO PAULO - BRASIL","308208486825000145","308","208","486825","00","0145",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","120","49",RUA ANHUMBI,"213","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,6434191","-46,716892"
"RUA NORTE-SUL, 35,SAO PAULO, SAO PAULO - BRASIL","308207489832000024","308","207","489832","00","0024",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","90","121",RUA NORTE-SUL,"35","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,6080874","-46,65288"
"VIA DE PEDESTRE SABIA-PARDO, 161,SAO PAULO, SAO PAULO - BRASIL","308208489816000134","308","208","489816","00","0134",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","68",VIA DE PEDESTRE SABIA-PARDO,"161","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,6023031","-46,4512991"
"RUA AURELIO BRASIL RIBEIRO, 623,SAO PAULO, SAO PAULO - BRASIL","308207486833000018","308","207","486833","00","0018",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","130","75",RUA AURELIO BRASIL RIBEIRO,"623","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4596216","-46,7025282"
"VIA DE PEDESTRE SEM DEN VINTE E SETE, 23,SAO PAULO, SAO PAULO - BRASIL","308208517607000068","308","208","517607","00","0068",FO,BRL,"3",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","160","101",VIA DE PEDESTRE SEM DEN VINTE E SETE,"23","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,6241452","-46,4573012"
"VIA DE PEDESTRE CARDEAL, 645,SAO PAULO, SAO PAULO - BRASIL","308207517470000043","308","207","517470","00","0043",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","30","35",VIA DE PEDESTRE CARDEAL,"645","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5557714","-46,6395571"
"VIA DE PEDESTRE PRINCIPAL UM (VL SAO LUIZ), 255,SAO PAULO, SAO PAULO - BRASIL","308198517488000011","308","198","517488","00","0011",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","70","46",VIA DE PEDESTRE PRINCIPAL UM (VL SAO LUIZ),"255","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5713483","-46,7412003"
"RUA EXPEDITO DE ARAUJO OLIVEIRA, 230,SAO PAULO, SAO PAULO - BRASIL","308200491322000021","308","200","491322","00","0021",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","115","128",RUA EXPEDITO DE ARAUJO OLIVEIRA,"230","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4603904","-46,70009"
"TRAVESSA UM (VL SAO LUIZ), 23,SAO PAULO, SAO PAULO - BRASIL","308208517518000078","308","208","517518","00","0078",FO,BRL,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","90","54",TRAVESSA UM (VL SAO LUIZ),"23","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5281354","-46,6114722"
"VIA DE PEDESTRE SEM DEN QUATORZE (VL SAO LUIZ), 57,SAO PAULO, SAO PAULO - BRASIL","308198517585000007","308","198","517585","00","0007",FO,BRL,"5",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","45","32",VIA DE PEDESTRE SEM DEN QUATORZE (VL SAO LUIZ),"57","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5713483","-46,7412003"
"RUA CARDEAL-TANGARA, 28,SAO PAULO, SAO PAULO - BRASIL","308206489824000003","308","206","489824","00","0003",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","36","18",RUA CARDEAL-TANGARA,"28","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,459526","-46,7039163"
"AVENIDA MANOEL BOLIVAR, 338,SAO PAULO, SAO PAULO - BRASIL","308202486876000002","308","202","486876","00","0002",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","159",AVENIDA MANOEL BOLIVAR,"338","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4584088","-46,6997321"
"VIA DE PEDESTRE PRINCIPAL UM (VL SAO LUIZ), 255,SAO PAULO, SAO PAULO - BRASIL","308198517488000014","308","198","517488","00","0014",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","120","86",VIA DE PEDESTRE PRINCIPAL UM (VL SAO LUIZ),"255","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5713483","-46,7412003"
"VIA DE PEDESTRE SEM DEN NOVE (VL SAO LUIZ), 649,SAO PAULO, SAO PAULO - BRASIL","308208517682000056","308","208","517682","00","0056",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","140","85",VIA DE PEDESTRE SEM DEN NOVE (VL SAO LUIZ),"649","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5713483","-46,7412003"
"RUA AURELIO BRASIL RIBEIRO, 161,SAO PAULO, SAO PAULO - BRASIL","308208489816000130","308","208","489816","00","0130",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","90","54",RUA AURELIO BRASIL RIBEIRO,"161","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4568163","-46,6999692"
"RUA HAMBURGO, 250,SAO PAULO, SAO PAULO - BRASIL","067272085669000136","067","272","085669","00","0136",ST,TUC,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","90","116",RUA HAMBURGO,"250","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4731428","-46,5944004"
"TRAVESSA ANA AURORA DE JESUS RIBEIRO, 263,SAO PAULO, SAO PAULO - BRASIL","308204517500000013","308","204","517500","00","0013",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","140","93",TRAVESSA ANA AURORA DE JESUS RIBEIRO,"263","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4548344","-46,6484169"
"RUA JOVINIANO DE OLIVEIRA, 48,SAO PAULO, SAO PAULO - BRASIL","308202684309000019","308","202","684309","00","0019",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","116",RUA JOVINIANO DE OLIVEIRA,"48","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4587228","-46,6996667"
"TRAVESSA DOIS A (VL SAO LUIZ), 649,SAO PAULO, SAO PAULO - BRASIL","308208517542000052","308","208","517542","00","0052",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","80","53",TRAVESSA DOIS A (VL SAO LUIZ),"649","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,8825347","-46,4576405"
"RUA NORTE-SUL, 609,SAO PAULO, SAO PAULO - BRASIL","308204489832000017","308","204","489832","00","0017",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","140","63",RUA NORTE-SUL,"609","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5121314","-46,6289866"
"RUA AURELIO BRASIL RIBEIRO, 588,SAO PAULO, SAO PAULO - BRASIL","308209486833000011","308","209","486833","00","0011",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","67",RUA AURELIO BRASIL RIBEIRO,"588","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4592058","-46,7022875"
"RUA CARDEAL-TANGARA, 36,SAO PAULO, SAO PAULO - BRASIL","308207489824000032","308","207","489824","00","0032",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","60","96",RUA CARDEAL-TANGARA,"36","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4595656","-46,7038812"
"TRAVESSA GARCA-BRANCA, 25,SAO PAULO, SAO PAULO - BRASIL","308204489840000024","308","204","489840","00","0024",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","90","64",TRAVESSA GARCA-BRANCA,"25","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4600358","-46,702967"
"RUA AURELIO BRASIL RIBEIRO, 620,SAO PAULO, SAO PAULO - BRASIL","308208486833000159","308","208","486833","00","0159",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","120","72",RUA AURELIO BRASIL RIBEIRO,"620","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4592165","-46,703118"
"TRAVESSA GARCA-BRANCA, 9,SAO PAULO, SAO PAULO - BRASIL","308204489840000032","308","204","489840","00","0032",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","98",TRAVESSA GARCA-BRANCA,"9","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4598303","-46,7033444"
"RUA JOVINIANO DE OLIVEIRA, 14,SAO PAULO, SAO PAULO - BRASIL","308201486884000011","308","201","486884","00","0011",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","130",RUA JOVINIANO DE OLIVEIRA,"14","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4586521","-46,6992341"
"AVENIDA MANOEL BOLIVAR, 338,SAO PAULO, SAO PAULO - BRASIL","308202486876000005","308","202","486876","00","0005",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","78",AVENIDA MANOEL BOLIVAR,"338","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4584088","-46,6997321"
