GEOCODE,ID,COD_SET_ZON,COD_QDR_ZON,COD_LOG_ZON,COD_CNDM_ZON,COD_LOTE_ZON,SGL_SUBP_EDIC,SGL_DSTR_EDIC,COD_TSTD_ZON,IND_VRFC_EDIC,IND_EXCL_INCL_CRGA,SGL_ZONA_01_ZON,COD_PRMR_01_ZON,SGL_LNDR_01_ZON,COD_TIP_LEGC_01,COD_LEGC_01_ZON,ANO_LEGC_01_ZON,IND_ADCA_CRGA,SGL_ZONA_02_ZON,COD_PRMR_02_ZON,SGL_LNDR_02_ZON,COD_TIP_LEGC_02,COD_LEGC_02_ZON,ANO_LEGC_02_ZON,SGL_ZONA_03_ZON,COD_PRMR_03_ZON,SGL_LNDR_03_ZON,COD_TIP_LEGC_03,COD_LEGC_03_ZON,ANO_LEGC_03_ZON,SGL_ZONA_04_ZON,COD_PRMR_04_ZON,SGL_LNDR_04_ZON,COD_TIP_LEGC_04,COD_LEGC_04_ZON,ANO_LEGC_04_ZON,SGL_ZONA_05_ZON,COD_PRMR_05_ZON,SGL_LNDR_05_ZON,COD_TIP_LEGC_05,COD_LEGC_05_ZON,ANO_LEGC_05_ZON,SGL_ZONA_06_ZON,COD_PRMR_06_ZON,SGL_LNDR_06_ZON,COD_TIP_LEGC_06,COD_LEGC_06_ZON,ANO_LEGC_06_ZON,COD_AREA_CONST,COD_AREA_LT,COD_END_LOG,COD_NUM_PORT,COD_SIT,VALOR_MET_CODLOG,VALOR_MET_MED_ZON,NUM_PAV,SGL_ZON_URB_RUR,ANO_CONST,IND_EXCL_OBS,TXT_OBS_01_EDIC,TXT_OBS_02_EDIC,NOME_CID_EDIC,NOME_EST_EDIC,NOME_PAIS_EDIC,REG_LIM_ADM,COD_QUAD,COD_ANO,COND,Lat_Y_,Long_X_
"RUA ONZE (JARDIM PEROLA II), 53,SAO PAULO, SAO PAULO - BRASIL","245190506931000051","245","190","506931","00","0051",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","143",RUA ONZE (JARDIM PEROLA II),"53","0","0","0",,U,,,LOTE COM ENDERECO/NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5255599","-46,4077025"
"TRAVESSA DO FRANCIO, 216,SAO PAULO, SAO PAULO - BRASIL","252072459070000017","252","072","459070","00","0017",SM,SRA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","81","104",TRAVESSA DO FRANCIO,"216","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6339945","-46,4572343"
"TRAVESSA CRAVO DIVINO, 363,SAO PAULO, SAO PAULO - BRASIL","252072459062000015","252","072","459062","00","0015",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","105","75",TRAVESSA CRAVO DIVINO,"363","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6339272","-46,4575285"
"RUA RIO SAPUCAIA DO SUL, 285,SAO PAULO, SAO PAULO - BRASIL","206076332623000001","206","076","332623","00","0001",PJ,JAR,"1",S,S,ZPDS,"0",,,"0","0",S,ZMA,"0",,,"0","0",QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0","0","20887",RUA RIO SAPUCAIA DO SUL,"285","0","0","0",,U,,,LOTE COM ENDERECO/NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,TERCEIRO QUADRIMESTRE,"2022","0","-23,4310335","-46,7625748"
"RUA INACIO MONTEIRO, 5080,SAO PAULO, SAO PAULO - BRASIL","245196726702000002","245","196","726702","00","0002",CT,CTI,"1",S,S,ZC-ZEIS,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","143",RUA INACIO MONTEIRO,"5080","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5726883","-46,3943552"
"RUA OITO (JARDIM PEROLA II), 12,SAO PAULO, SAO PAULO - BRASIL","245191506907000012","245","191","506907","00","0012",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","124",RUA OITO (JARDIM PEROLA II),"12","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6892417","-46,6671268"
"RUA CINCO (JARDIM PEROLA II), 4,SAO PAULO, SAO PAULO - BRASIL","245199506877000004","245","199","506877","00","0004",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","50","131",RUA CINCO (JARDIM PEROLA II),"4","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5894895","-46,3827563"
"RUA NOVE (JARDIM PEROLA II), 11,SAO PAULO, SAO PAULO - BRASIL","245192506915000009","245","192","506915","00","0009",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","121",RUA NOVE (JARDIM PEROLA II),"11","0","0","0",,U,,,LOTE COM ENDERECO/NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5894895","-46,3827563"
"RUA DOIS (JARDIM PEROLA DOIS), 4,SAO PAULO, SAO PAULO - BRASIL","245188506842000004","245","188","506842","00","0004",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","129",RUA DOIS (JARDIM PEROLA DOIS),"4","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5701519","-46,4059747"
"RUA QUATRO (JARDIM PEROLA II), 21,SAO PAULO, SAO PAULO - BRASIL","245195506869000016","245","195","506869","00","0016",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","148",RUA QUATRO (JARDIM PEROLA II),"21","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6112148","-46,5080623"
"RUA JAIME OVALE, 28,SAO PAULO, SAO PAULO - BRASIL","245188257419000025","245","188","257419","00","0025",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","60","123",RUA JAIME OVALE,"28","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,584862","-46,3845356"
"RUA ONZE (JARDIM PEROLA II), 43,SAO PAULO, SAO PAULO - BRASIL","245190506931000040","245","190","506931","00","0040",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","127",RUA ONZE (JARDIM PEROLA II),"43","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5253195","-46,4075854"
"RUA UM (JARDIM PEROLA II), 42,SAO PAULO, SAO PAULO - BRASIL","245188506834000038","245","188","506834","00","0038",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","60","118",RUA UM (JARDIM PEROLA II),"42","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5894895","-46,3827563"
"RUA INACIO MONTEIRO, 5160,SAO PAULO, SAO PAULO - BRASIL","245196726702000018","245","196","726702","00","0018",CT,CTI,"1",S,S,ZC-ZEIS,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","40","469",RUA INACIO MONTEIRO,"5160","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5727255","-46,3943328"
"RUA DEZ (JARDIM PEROLA II), 15,SAO PAULO, SAO PAULO - BRASIL","245193506923000005","245","193","506923","00","0005",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","120","127",RUA DEZ (JARDIM PEROLA II),"15","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,7548823","-46,6629954"
"RUA SEIS (JARDIM PEROLA II), 34,SAO PAULO, SAO PAULO - BRASIL","245199506885000020","245","199","506885","00","0020",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","70","125",RUA SEIS (JARDIM PEROLA II),"34","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5894895","-46,3827563"
"RUA ONZE (JARDIM PEROLA II), 23,SAO PAULO, SAO PAULO - BRASIL","245194506931000021","245","194","506931","00","0021",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","334",RUA ONZE (JARDIM PEROLA II),"23","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,52574","-46,4075456"
"RUA SETE (JARDIM PEROLA II), 84,SAO PAULO, SAO PAULO - BRASIL","245196506893000068","245","196","506893","00","0068",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","140","143",RUA SETE (JARDIM PEROLA II),"84","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5833475","-46,3841333"
"RUA INACIO MONTEIRO, 5184,SAO PAULO, SAO PAULO - BRASIL","245196726702000022","245","196","726702","00","0022",CT,CTI,"1",S,S,ZC-ZEIS,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","204",RUA INACIO MONTEIRO,"5184","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5727367","-46,3943261"
"RUA JAIME OVALE, 400,SAO PAULO, SAO PAULO - BRASIL","245197257419000014","245","197","257419","00","0014",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","160","146",RUA JAIME OVALE,"400","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,587612","-46,3830104"
"RUA JAIME OVALE, 18,SAO PAULO, SAO PAULO - BRASIL","245197257419000013","245","197","257419","00","0013",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","130",RUA JAIME OVALE,"18","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5896498","-46,3825668"
"RUA SETE (JARDIM PEROLA II), 9,SAO PAULO, SAO PAULO - BRASIL","245197506893000009","245","197","506893","00","0009",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","135","131",RUA SETE (JARDIM PEROLA II),"9","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5837682","-46,3840758"
"RUA INACIO MONTEIRO, 5290,SAO PAULO, SAO PAULO - BRASIL","245196726702000034","245","196","726702","00","0034",CT,CTI,"1",S,S,ZC-ZEIS,"0",,,"0","0",S,ZEIS-1,"0",,,"0","0",QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0","75","238",RUA INACIO MONTEIRO,"5290","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5887385","-46,3804763"
"RUA INACIO MONTEIRO, 5310,SAO PAULO, SAO PAULO - BRASIL","245196726702000036","245","196","726702","00","0036",CT,CTI,"1",S,S,ZC-ZEIS,"0",,,"0","0",S,ZEIS-1,"0",,,"0","0",QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0","70","134",RUA INACIO MONTEIRO,"5310","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,588655","-46,3803148"
"RUA INACIO MONTEIRO, 4394,SAO PAULO, SAO PAULO - BRASIL","245188726702000054","245","188","726702","00","0054",CT,CTI,"1",S,S,ZC-ZEIS,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","140","141",RUA INACIO MONTEIRO,"4394","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5720702","-46,3948432"
"RUA SETE (JARDIM PEROLA II), 16,SAO PAULO, SAO PAULO - BRASIL","245197506893000016","245","197","506893","00","0016",CT,CTI,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","210",RUA SETE (JARDIM PEROLA II),"16","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5836649","-46,3841034"
"RUA INACIO MONTEIRO, 5172,SAO PAULO, SAO PAULO - BRASIL","245196726702000020","245","196","726702","00","0020",CT,CTI,"1",S,S,ZC-ZEIS,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","226",RUA INACIO MONTEIRO,"5172","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5727311","-46,3943295"
"RUA NOVE (JARDIM PEROLA II), 22,SAO PAULO, SAO PAULO - BRASIL","245193506915000022","245","193","506915","00","0022",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","10","126",RUA NOVE (JARDIM PEROLA II),"22","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5894895","-46,3827563"
"RUA SETE (JARDIM PEROLA II), 93,SAO PAULO, SAO PAULO - BRASIL","245196506893000080","245","196","506893","00","0080",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","131",RUA SETE (JARDIM PEROLA II),"93","0","0","0",,U,,,LOTE COM ENDERECO/NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5833475","-46,3841333"
"RUA SEIS (JARDIM PEROLA II), 35,SAO PAULO, SAO PAULO - BRASIL","245199506885000021","245","199","506885","00","0021",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","80","124",RUA SEIS (JARDIM PEROLA II),"35","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5894895","-46,3827563"
"RUA JAIME OVALE, 15,SAO PAULO, SAO PAULO - BRASIL","245194257419000017","245","194","257419","00","0017",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","55","190",RUA JAIME OVALE,"15","0","0","0",,U,,,LOTE COM ENDERECO/NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,589852","-46,3825513"
"RUA DOIS (JARDIM PEROLA DOIS), 50,SAO PAULO, SAO PAULO - BRASIL","245189506842000045","245","189","506842","00","0045",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","110","222",RUA DOIS (JARDIM PEROLA DOIS),"50","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5701519","-46,4059747"
"RUA SETE (JARDIM PEROLA II), 27,SAO PAULO, SAO PAULO - BRASIL","245197506893000026","245","197","506893","00","0026",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","122",RUA SETE (JARDIM PEROLA II),"27","0","0","0",,U,,,LOTE COM ENDERECO/NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5834295","-46,3841748"
"RUA INACIO MONTEIRO, 5320,SAO PAULO, SAO PAULO - BRASIL","245196726702000038","245","196","726702","00","0038",CT,CTI,"1",S,S,ZC-ZEIS,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","134",RUA INACIO MONTEIRO,"5320","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5727415","-46,3941743"
"RUA INACIO MONTEIRO, 5178,SAO PAULO, SAO PAULO - BRASIL","245196726702000021","245","196","726702","00","0021",CT,CTI,"1",S,S,ZC-ZEIS,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","323",RUA INACIO MONTEIRO,"5178","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5727339","-46,3943278"
"RUA ONZE (JARDIM PEROLA II), 34,SAO PAULO, SAO PAULO - BRASIL","245194506931000030","245","194","506931","00","0030",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","291",RUA ONZE (JARDIM PEROLA II),"34","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5253195","-46,4075854"
"RUA SETE (JARDIM PEROLA II), 94,SAO PAULO, SAO PAULO - BRASIL","245196506893000078","245","196","506893","00","0078",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","65","129",RUA SETE (JARDIM PEROLA II),"94","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5833475","-46,3841333"
"RUA INACIO MONTEIRO, 4716,SAO PAULO, SAO PAULO - BRASIL","245190726702000009","245","190","726702","00","0009",CT,CTI,"1",S,S,ZC-ZEIS,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","272",RUA INACIO MONTEIRO,"4716","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5724947","-46,3943344"
"RUA INACIO MONTEIRO, 5074,SAO PAULO, SAO PAULO - BRASIL","245196726702000001","245","196","726702","00","0001",CT,CTI,"1",S,S,ZC-ZEIS,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","45","150",RUA INACIO MONTEIRO,"5074","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5726855","-46,3943569"
"RUA INACIO MONTEIRO, 4706,SAO PAULO, SAO PAULO - BRASIL","245190726702000007","245","190","726702","00","0007",CT,CTI,"1",S,S,ZC-ZEIS,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","137",RUA INACIO MONTEIRO,"4706","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5724936","-46,3943351"
"RUA ONZE (JARDIM PEROLA II), 85,SAO PAULO, SAO PAULO - BRASIL","245190506931000041","245","190","506931","00","0041",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","80","127",RUA ONZE (JARDIM PEROLA II),"85","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5255599","-46,4077025"
"RUA QUATRO (JARDIM PEROLA II), 32,SAO PAULO, SAO PAULO - BRASIL","245190506869000031","245","190","506869","00","0031",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","30","236",RUA QUATRO (JARDIM PEROLA II),"32","0","0","0",,U,,,LOTE COM ENDERECO/NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6112148","-46,5080623"
"RUA SEIS (JARDIM PEROLA II), 24,SAO PAULO, SAO PAULO - BRASIL","245198506885000009","245","198","506885","00","0009",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","110",RUA SEIS (JARDIM PEROLA II),"24","0","0","0",,U,,,LOTE COM ENDERECO/NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,5894895","-46,3827563"
"TRAVESSA DO FRANCIO, 182,SAO PAULO, SAO PAULO - BRASIL","252072459070000026","252","072","459070","00","0026",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","147","73",TRAVESSA DO FRANCIO,"182","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6336737","-46,457228"
"TRAVESSA CRAVO DIVINO, 367,SAO PAULO, SAO PAULO - BRASIL","252072459062000016","252","072","459062","00","0016",SM,SRA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","96","105",TRAVESSA CRAVO DIVINO,"367","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6339522","-46,4575647"
"RUA GAROTA DE IPANEMA, 8,SAO PAULO, SAO PAULO - BRASIL","253032371181000012","253","032","371181","00","0012",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0","191","105",RUA GAROTA DE IPANEMA,"8","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6170978","-46,6649759"
"RUA OITO (JARDIM PEROLA II), 28,SAO PAULO, SAO PAULO - BRASIL","245192506907000026","245","192","506907","00","0026",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","122",RUA OITO (JARDIM PEROLA II),"28","0","0","0",,U,,,LOTE COM ENDERECO/NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,6892417","-46,6671268"
"RUA JAIME OVALE, 15,SAO PAULO, SAO PAULO - BRASIL","245194257419000015","245","194","257419","00","0015",CT,CTI,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","154",RUA JAIME OVALE,"15","0","0","0",,U,,,LOTE COM ENDERECO/NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,TERCEIRO QUADRIMESTRE,"2022","0","-23,589852","-46,3825513"
